a,b,expr,sum
997,637,997+637,1634
567,947,567+947,1514
857,612,857+612,1469
460,482,460+482,942
223,255,223+255,478
850,555,850+555,1405
476,260,476+260,736
835,979,835+979,1814
722,497,722+497,1219
73,909,73+909,982
957,168,957+168,1125
961,826,961+826,1787
925,784,925+784,1709
454,534,454+534,988
823,828,823+828,1651
453,815,453+815,1268
51,134,51+134,185
98,11,98+11,109
400,712,400+712,1112
744,458,744+458,1202
684,53,684+53,737
678,43,678+43,721
845,66,845+66,911
337,371,337+371,708
434,322,434+322,756
377,119,377+119,496
570,556,570+556,1126
225,889,225+889,1114
667,522,667+522,1189
241,181,241+181,422
17,691,17+691,708
660,758,660+758,1418
300,246,300+246,546
121,55,121+55,176
681,487,681+487,1168
311,372,311+372,683
436,594,436+594,1030
189,838,189+838,1027
981,993,981+993,1974
611,317,611+317,928
770,515,770+515,1285
611,365,611+365,976
192,19,192+19,211
742,945,742+945,1687
807,722,807+722,1529
850,777,850+777,1627
272,185,272+185,457
160,425,160+425,585
253,293,253+293,546
995,823,995+823,1818
160,833,160+833,993
421,142,421+142,563
235,915,235+915,1150
822,334,822+334,1156
23,741,23+741,764
374,371,374+371,745
300,504,300+504,804
365,253,365+253,618
368,48,368+48,416
349,49,349+49,398
691,219,691+219,910
324,874,324+874,1198
376,633,376+633,1009
507,928,507+928,1435
868,33,868+33,901
312,514,312+514,826
794,340,794+340,1134
749,567,749+567,1316
594,947,594+947,1541
83,287,83+287,370
954,783,954+783,1737
572,689,572+689,1261
147,642,147+642,789
778,893,778+893,1671
814,480,814+480,1294
53,278,53+278,331
519,819,519+819,1338
213,161,213+161,374
605,26,605+26,631
607,282,607+282,889
382,552,382+552,934
974,150,974+150,1124
790,541,790+541,1331
272,69,272+69,341
313,117,313+117,430
936,665,936+665,1601
216,143,216+143,359
594,931,594+931,1525
949,28,949+28,977
205,536,205+536,741
60,158,60+158,218
766,279,766+279,1045
762,383,762+383,1145
704,901,704+901,1605
678,572,678+572,1250
167,159,167+159,326
802,402,802+402,1204
514,868,514+868,1382
313,899,313+899,1212
179,894,179+894,1073
8,272,8+272,280
270,136,270+136,406
592,657,592+657,1249
442,55,442+55,497
753,793,753+793,1546
286,42,286+42,328
768,713,768+713,1481
813,962,813+962,1775
393,662,393+662,1055
910,852,910+852,1762
117,960,117+960,1077
336,781,336+781,1117
762,663,762+663,1425
69,307,69+307,376
220,295,220+295,515
899,161,899+161,1060
470,683,470+683,1153
722,163,722+163,885
708,963,708+963,1671
209,551,209+551,760
780,11,780+11,791
896,451,896+451,1347
134,827,134+827,961
366,277,366+277,643
607,493,607+493,1100
105,671,105+671,776
932,649,932+649,1581
227,627,227+627,854
270,522,270+522,792
746,901,746+901,1647
600,961,600+961,1561
524,153,524+153,677
717,800,717+800,1517
189,927,189+927,1116
230,542,230+542,772
719,442,719+442,1161
341,810,341+810,1151
491,420,491+420,911
945,496,945+496,1441
746,287,746+287,1033
267,137,267+137,404
543,641,543+641,1184
337,701,337+701,1038
847,833,847+833,1680
632,908,632+908,1540
300,809,300+809,1109
490,441,490+441,931
231,985,231+985,1216
972,76,972+76,1048
582,163,582+163,745
406,576,406+576,982
443,651,443+651,1094
549,210,549+210,759
790,978,790+978,1768
380,458,380+458,838
415,847,415+847,1262
416,850,416+850,1266
967,214,967+214,1181
666,775,666+775,1441
993,326,993+326,1319
916,369,916+369,1285
916,814,916+814,1730
450,696,450+696,1146
602,145,602+145,747
656,235,656+235,891
348,900,348+900,1248
462,875,462+875,1337
825,478,825+478,1303
227,423,227+423,650
386,995,386+995,1381
363,551,363+551,914
9,722,9+722,731
392,465,392+465,857
829,654,829+654,1483
979,86,979+86,1065
406,329,406+329,735
690,855,690+855,1545
496,774,496+774,1270
960,398,960+398,1358
477,612,477+612,1089
765,460,765+460,1225
335,861,335+861,1196
735,810,735+810,1545
288,717,288+717,1005
84,193,84+193,277
680,882,680+882,1562
808,919,808+919,1727
336,454,336+454,790
334,537,334+537,871
308,62,308+62,370
666,433,666+433,1099
879,121,879+121,1000
18,146,18+146,164
504,503,504+503,1007
410,434,410+434,844
45,223,45+223,268
944,760,944+760,1704
444,750,444+750,1194
787,453,787+453,1240
768,577,768+577,1345
974,838,974+838,1812
64,525,64+525,589
233,400,233+400,633
897,216,897+216,1113
584,521,584+521,1105
932,640,932+640,1572
268,810,268+810,1078
225,851,225+851,1076
83,994,83+994,1077
877,976,877+976,1853
759,701,759+701,1460
169,234,169+234,403
283,984,283+984,1267
177,533,177+533,710
107,744,107+744,851
587,762,587+762,1349
711,424,711+424,1135
65,111,65+111,176
390,509,390+509,899
556,948,556+948,1504
676,896,676+896,1572
345,30,345+30,375
593,928,593+928,1521
606,281,606+281,887
82,83,82+83,165
136,65,136+65,201
553,950,553+950,1503
302,350,302+350,652
963,948,963+948,1911
208,443,208+443,651
66,522,66+522,588
855,984,855+984,1839
922,786,922+786,1708
642,398,642+398,1040
948,753,948+753,1701
971,965,971+965,1936
122,763,122+763,885
713,840,713+840,1553
241,913,241+913,1154
641,252,641+252,893
555,795,555+795,1350
877,411,877+411,1288
295,703,295+703,998
603,896,603+896,1499
788,413,788+413,1201
703,786,703+786,1489
543,590,543+590,1133
30,76,30+76,106
63,970,63+970,1033
906,597,906+597,1503
896,738,896+738,1634
912,997,912+997,1909
891,860,891+860,1751
528,213,528+213,741
891,798,891+798,1689
849,305,849+305,1154
121,393,121+393,514
534,863,534+863,1397
906,610,906+610,1516
163,895,163+895,1058
461,158,461+158,619
430,700,430+700,1130
370,6,370+6,376
466,278,466+278,744
884,479,884+479,1363
894,961,894+961,1855
589,819,589+819,1408
745,638,745+638,1383
575,739,575+739,1314
212,473,212+473,685
614,141,614+141,755
563,509,563+509,1072
427,608,427+608,1035
996,726,996+726,1722
374,353,374+353,727
573,715,573+715,1288
139,143,139+143,282
438,817,438+817,1255
880,91,880+91,971
19,141,19+141,160
257,311,257+311,568
996,562,996+562,1558
24,542,24+542,566
332,619,332+619,951
853,380,853+380,1233
854,900,854+900,1754
347,956,347+956,1303
552,161,552+161,713
250,594,250+594,844
707,302,707+302,1009
952,198,952+198,1150
788,138,788+138,926
295,798,295+798,1093
693,794,693+794,1487
618,256,618+256,874
929,661,929+661,1590
462,691,462+691,1153
891,55,891+55,946
113,329,113+329,442
13,934,13+934,947
496,526,496+526,1022
548,883,548+883,1431
375,521,375+521,896
326,500,326+500,826
440,281,440+281,721
763,576,763+576,1339
75,650,75+650,725
280,727,280+727,1007
881,661,881+661,1542
72,324,72+324,396
629,715,629+715,1344
629,502,629+502,1131
638,62,638+62,700
654,53,654+53,707
265,459,265+459,724
4,875,4+875,879
383,485,383+485,868
167,236,167+236,403
120,924,120+924,1044
107,125,107+125,232
382,523,382+523,905
940,481,940+481,1421
958,678,958+678,1636
376,103,376+103,479
991,520,991+520,1511
519,4,519+4,523
745,257,745+257,1002
230,103,230+103,333
976,861,976+861,1837
504,928,504+928,1432
599,936,599+936,1535
723,451,723+451,1174
807,918,807+918,1725
651,636,651+636,1287
386,160,386+160,546
86,500,86+500,586
333,570,333+570,903
715,98,715+98,813
877,384,877+384,1261
797,41,797+41,838
526,17,526+17,543
995,74,995+74,1069
632,941,632+941,1573
752,689,752+689,1441
534,613,534+613,1147
887,140,887+140,1027
330,591,330+591,921
781,87,781+87,868
479,827,479+827,1306
934,706,934+706,1640
788,957,788+957,1745
3,407,3+407,410
231,521,231+521,752
442,318,442+318,760
485,984,485+984,1469
272,382,272+382,654
751,115,751+115,866
388,983,388+983,1371
86,332,86+332,418
328,630,328+630,958
491,2,491+2,493
250,461,250+461,711
31,82,31+82,113
896,353,896+353,1249
4,178,4+178,182
118,889,118+889,1007
17,612,17+612,629
783,973,783+973,1756
269,369,269+369,638
247,219,247+219,466
11,842,11+842,853
855,538,855+538,1393
734,272,734+272,1006
464,259,464+259,723
510,482,510+482,992
850,613,850+613,1463
793,262,793+262,1055
544,222,544+222,766
138,396,138+396,534
863,715,863+715,1578
139,251,139+251,390
868,770,868+770,1638
398,899,398+899,1297
340,974,340+974,1314
192,735,192+735,927
669,700,669+700,1369
464,285,464+285,749
88,555,88+555,643
234,404,234+404,638
700,31,700+31,731
175,262,175+262,437
285,417,285+417,702
514,111,514+111,625
466,27,466+27,493
659,227,659+227,886
83,70,83+70,153
610,520,610+520,1130
800,392,800+392,1192
496,960,496+960,1456
885,612,885+612,1497
995,827,995+827,1822
473,971,473+971,1444
724,421,724+421,1145
174,351,174+351,525
718,568,718+568,1286
912,41,912+41,953
816,634,816+634,1450
522,113,522+113,635
615,390,615+390,1005
646,849,646+849,1495
505,953,505+953,1458
270,80,270+80,350
889,41,889+41,930
176,215,176+215,391
634,998,634+998,1632
411,150,411+150,561
673,234,673+234,907
994,10,994+10,1004
836,358,836+358,1194
369,172,369+172,541
710,165,710+165,875
389,357,389+357,746
682,411,682+411,1093
868,539,868+539,1407
240,260,240+260,500
85,996,85+996,1081
70,372,70+372,442
404,818,404+818,1222
508,957,508+957,1465
934,952,934+952,1886
21,645,21+645,666
431,670,431+670,1101
752,735,752+735,1487
539,739,539+739,1278
334,375,334+375,709
659,133,659+133,792
444,846,444+846,1290
547,121,547+121,668
695,497,695+497,1192
64,910,64+910,974
632,99,632+99,731
41,510,41+510,551
873,619,873+619,1492
273,486,273+486,759
217,461,217+461,678
564,235,564+235,799
913,307,913+307,1220
952,687,952+687,1639
815,257,815+257,1072
11,289,11+289,300
479,190,479+190,669
379,155,379+155,534
715,555,715+555,1270
686,347,686+347,1033
93,116,93+116,209
525,994,525+994,1519
691,300,691+300,991
416,426,416+426,842
579,47,579+47,626
456,495,456+495,951
937,34,937+34,971
406,851,406+851,1257
594,58,594+58,652
448,423,448+423,871
551,207,551+207,758
266,284,266+284,550
360,84,360+84,444
237,621,237+621,858
449,941,449+941,1390
396,990,396+990,1386
297,982,297+982,1279
335,669,335+669,1004
241,944,241+944,1185
113,726,113+726,839
326,732,326+732,1058
540,205,540+205,745
457,711,457+711,1168
559,440,559+440,999
395,202,395+202,597
655,459,655+459,1114
408,587,408+587,995
672,652,672+652,1324
991,201,991+201,1192
405,539,405+539,944
633,558,633+558,1191
304,119,304+119,423
621,995,621+995,1616
931,932,931+932,1863
357,769,357+769,1126
551,947,551+947,1498
230,549,230+549,779
60,889,60+889,949
790,477,790+477,1267
726,853,726+853,1579
433,697,433+697,1130
398,901,398+901,1299
94,373,94+373,467
169,660,169+660,829
739,201,739+201,940
828,325,828+325,1153
7,873,7+873,880
996,151,996+151,1147
327,652,327+652,979
488,236,488+236,724
694,923,694+923,1617
193,331,193+331,524
728,401,728+401,1129
865,738,865+738,1603
4,355,4+355,359
775,637,775+637,1412
206,498,206+498,704
26,613,26+613,639
235,791,235+791,1026
454,757,454+757,1211
796,993,796+993,1789
180,22,180+22,202
173,603,173+603,776
847,442,847+442,1289
988,145,988+145,1133
799,345,799+345,1144
612,23,612+23,635
932,710,932+710,1642
764,477,764+477,1241
978,539,978+539,1517
457,86,457+86,543
697,107,697+107,804
322,612,322+612,934
864,928,864+928,1792
222,168,222+168,390
132,510,132+510,642
238,284,238+284,522
722,2,722+2,724
152,604,152+604,756
823,820,823+820,1643
956,270,956+270,1226
110,38,110+38,148
1,556,1+556,557
190,38,190+38,228
265,63,265+63,328
92,630,92+630,722
628,691,628+691,1319
511,142,511+142,653
314,955,314+955,1269
483,284,483+284,767
551,106,551+106,657
177,599,177+599,776
149,225,149+225,374
121,642,121+642,763
269,319,269+319,588
154,425,154+425,579
409,995,409+995,1404
682,949,682+949,1631
641,364,641+364,1005
139,397,139+397,536
154,242,154+242,396
929,406,929+406,1335
894,454,894+454,1348
865,199,865+199,1064
795,857,795+857,1652
285,226,285+226,511
585,615,585+615,1200
625,328,625+328,953
282,692,282+692,974
930,936,930+936,1866
821,99,821+99,920
934,563,934+563,1497
659,209,659+209,868
967,293,967+293,1260
437,445,437+445,882
385,490,385+490,875
761,19,761+19,780
134,987,134+987,1121
286,115,286+115,401
1,125,1+125,126
521,496,521+496,1017
865,182,865+182,1047
265,963,265+963,1228
777,356,777+356,1133
471,988,471+988,1459
536,352,536+352,888
344,693,344+693,1037
814,618,814+618,1432
815,396,815+396,1211
42,904,42+904,946
824,859,824+859,1683
681,82,681+82,763
889,881,889+881,1770
136,46,136+46,182
579,235,579+235,814
391,616,391+616,1007
189,81,189+81,270
389,21,389+21,410
485,717,485+717,1202
971,465,971+465,1436
18,866,18+866,884
232,263,232+263,495
905,249,905+249,1154
96,249,96+249,345
903,524,903+524,1427
363,858,363+858,1221
930,260,930+260,1190
798,321,798+321,1119
773,263,773+263,1036
195,473,195+473,668
427,258,427+258,685
78,928,78+928,1006
157,23,157+23,180
810,450,810+450,1260
452,342,452+342,794
510,889,510+889,1399
443,969,443+969,1412
350,397,350+397,747
559,835,559+835,1394
726,401,726+401,1127
815,576,815+576,1391
901,543,901+543,1444
908,709,908+709,1617
309,830,309+830,1139
527,137,527+137,664
834,71,834+71,905
901,373,901+373,1274
124,427,124+427,551
87,403,87+403,490
906,833,906+833,1739
982,267,982+267,1249
412,334,412+334,746
880,172,880+172,1052
735,80,735+80,815
564,407,564+407,971
239,496,239+496,735
393,464,393+464,857
138,699,138+699,837
896,686,896+686,1582
404,127,404+127,531
438,452,438+452,890
319,353,319+353,672
318,219,318+219,537
234,971,234+971,1205
820,46,820+46,866
553,661,553+661,1214
289,841,289+841,1130
292,869,292+869,1161
797,59,797+59,856
227,990,227+990,1217
565,421,565+421,986
415,688,415+688,1103
120,36,120+36,156
113,996,113+996,1109
20,602,20+602,622
882,148,882+148,1030
801,264,801+264,1065
45,726,45+726,771
483,351,483+351,834
434,596,434+596,1030
104,26,104+26,130
539,555,539+555,1094
566,355,566+355,921
271,662,271+662,933
983,453,983+453,1436
29,7,29+7,36
637,415,637+415,1052
684,373,684+373,1057
933,531,933+531,1464
520,905,520+905,1425
742,185,742+185,927
896,530,896+530,1426
768,759,768+759,1527
347,197,347+197,544
959,163,959+163,1122
777,496,777+496,1273
735,856,735+856,1591
186,562,186+562,748
301,619,301+619,920
319,992,319+992,1311
189,768,189+768,957
186,376,186+376,562
60,90,60+90,150
149,169,149+169,318
671,113,671+113,784
2,158,2+158,160
221,859,221+859,1080
562,667,562+667,1229
858,60,858+60,918
674,512,674+512,1186
169,398,169+398,567
344,772,344+772,1116
436,488,436+488,924
565,633,565+633,1198
961,201,961+201,1162
450,270,450+270,720
822,341,822+341,1163
877,926,877+926,1803
571,626,571+626,1197
686,602,686+602,1288
895,544,895+544,1439
802,941,802+941,1743
395,839,395+839,1234
787,196,787+196,983
792,2,792+2,794
263,587,263+587,850
612,238,612+238,850
77,930,77+930,1007
515,47,515+47,562
686,311,686+311,997
302,56,302+56,358
325,702,325+702,1027
830,725,830+725,1555
460,406,460+406,866
723,360,723+360,1083
557,650,557+650,1207
505,736,505+736,1241
142,399,142+399,541
889,628,889+628,1517
855,656,855+656,1511
126,349,126+349,475
563,456,563+456,1019
15,985,15+985,1000
653,132,653+132,785
434,626,434+626,1060
798,719,798+719,1517
802,602,802+602,1404
834,50,834+50,884
45,240,45+240,285
679,710,679+710,1389
690,421,690+421,1111
83,190,83+190,273
272,809,272+809,1081
537,900,537+900,1437
455,466,455+466,921
763,952,763+952,1715
987,1,987+1,988
246,618,246+618,864
356,797,356+797,1153
283,475,283+475,758
620,683,620+683,1303
205,385,205+385,590
959,371,959+371,1330
116,122,116+122,238
395,160,395+160,555
603,443,603+443,1046
600,473,600+473,1073
125,734,125+734,859
163,355,163+355,518
620,950,620+950,1570
410,444,410+444,854
135,59,135+59,194
581,132,581+132,713
140,664,140+664,804
619,614,619+614,1233
69,427,69+427,496
737,71,737+71,808
6,505,6+505,511
536,483,536+483,1019
49,771,49+771,820
138,13,138+13,151
246,708,246+708,954
335,986,335+986,1321
973,160,973+160,1133
130,582,130+582,712
478,29,478+29,507
198,910,198+910,1108
520,488,520+488,1008
635,668,635+668,1303
293,29,293+29,322
938,636,938+636,1574
932,55,932+55,987
617,41,617+41,658
399,92,399+92,491
100,227,100+227,327
617,747,617+747,1364
561,636,561+636,1197
232,271,232+271,503
968,343,968+343,1311
570,709,570+709,1279
401,922,401+922,1323
109,454,109+454,563
862,966,862+966,1828
850,695,850+695,1545
439,200,439+200,639
215,218,215+218,433
676,753,676+753,1429
720,539,720+539,1259
821,865,821+865,1686
153,466,153+466,619
798,658,798+658,1456
847,390,847+390,1237
740,40,740+40,780
593,767,593+767,1360
934,91,934+91,1025
628,863,628+863,1491
211,939,211+939,1150
568,486,568+486,1054
716,927,716+927,1643
791,379,791+379,1170
182,983,182+983,1165
492,912,492+912,1404
44,628,44+628,672
356,122,356+122,478
300,610,300+610,910
480,782,480+782,1262
461,815,461+815,1276
156,944,156+944,1100
436,454,436+454,890
756,15,756+15,771
780,140,780+140,920
